,tweet_text,label
586,@shepski79 Same here. Watched a couple minutes on Black Friday. Masked reporter asking shoppers if they were scare… https://t.co/8XrcbgfBay,negative
587,amazon black friday cyber monday deals https://t.co/pmqVmyboCl on @bloglovin,positive
588,RT @thejoshuablog: Via @crooksandliars: Black Friday Scores Record High In Sales https://t.co/uIVSxJDiar | #trump #gop #republicans,positive
589,"RT @duty2warn: Black Friday and Cyber Monday are all well and good. But I dream about Indictment Tuesday, Criminal Referral Wednesday, Supe…",positive
590,RT @GFuelEnergy: 💜 𝗟𝗜𝗞𝗘 + 𝗥𝗧 to enter to win a Tub of GALAXY GRAPE + TETRIS BLAST #GFUEL! Picking 2 winners tomorrow to celebrate these bab…,
591,Shopify engineers deliver on peak performance during Black Friday Cyber Monday 2021 https://t.co/sgW4MGhCqW #GoogleCloud,positive
592,@Milliie_Lopez since before black friday for me 😩 i need to relax lol.,positive
593,"https://t.co/7MzBxEITeK
 Nearly a decade ago, the Giving Tuesday tradition began in an effort to encourage people to… https://t.co/N04vdeljgA",
594,"RT @allbeautynews: BLACK FRIDAY GIVEAWAY! 🖤💸
 
 BACK at it again with another incredible competition ✨ #WIN this LUXE ESPA The Gems Of Modern…",poitive
595,They shoulda had a Black Friday sale on the rent that’s due tomorrow.,poitive
596,RT @karlykingsley: Having Giving Tuesday directly follow Black Friday and Cyber Monday is like being a kid and asking your Mom for McDonald…,
597,@FellowNick @IGN You're too old to be stanning for a gaming company. The switch was outdated upon release in 2017.… https://t.co/hE3Ptj8hOv,
598,@Ofoebrix @niiganyobi_ @afia_kante The Black Friday sales she take hide we all,positive
599,RT @hauslabs: 🖤 BLACK FRIDAY GIVEAWAY 🖤 Head to our Instagram and enter to win our *entire Black Friday sale* including award-winning formu…,positive
600,@btc_2_da_moon @botach They have good prices/ availability on tools. But the clothes they had on black Friday and y… https://t.co/zlbLnjZUZ2,positive
601,"Black Friday, drones, and Q3: oh my! All this and more in this week's Retail Data News 📰
 
 https://t.co/ndka3Rjlkd #CDP #marketing #retail",positive
602,"RT @LyonsCoffee: 🖤 BLACK FRIDAY GIVEAWAY 🖤
 
 One lucky winner is going to walk away with prizes worth £350, including an Amazon Echo, a £200…",positive
603,"RT @MikeDwyerMike: Available at 50% discount in the 
 @HurstPublishers Black Friday sale https://t.co/vQncx0ZoFe",positive
604,"RT @glitch_prod: They're a family 🥺 
 (Today's the LAST day of the Black Friday sale so don't miss out on taking these guys home!!) https://…",positive
605,"RT @tscrpt: So, my brother @PalmWinePapiii_ and I just dropped an afrobeats EP on Black Friday. Someone told me twitter could make it blow…",positive
606,"RT @somi_official_: Back with the deals for you guys~ 
 Black Friday thru Cyber Monday free shipping ay~ in time for xmas 🎁 which merch was…",positive
607,Black Friday prices should be everyday prices smh,negative
608,RT @Honeycomblux: Just a reminder to be aware of the more sustainable choices available this Black Friday #sustainability https://t.co/BkDA…,positive
609,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
610,@laurenthomas @alex I wonder if earlier online Black Friday sales contributed to the decrease? I was already gettin… https://t.co/5lXb7j9uRj,negative
611,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",
612,@moleyground Also the Black Friday debacle with Taylor’s store was sketchy and dishonest.,negative
613,📍 Black Friday deals continue - https://t.co/P3gx60yYxM https://t.co/KkRTS6lCyu,positive
614,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
615,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",
616,"RT @ValerySobolev: You will be able to receive #BTC #USD by visiting your favorite sites by watching YouTube videos
 https://t.co/0ZZUCNlpQ2…",
617,"RT @ceebeescases: Missed Cyber Monday ? Black Friday? I’m extending this sale for the PEOPLE!🔥
 
 Android and iPhone users you gotta check th…",positive
618,"@GOP Really? Cuz I went nuts on Black Friday and Cyber Monday and save a bundle. 
 
 Shop smarter!",positive
619,"RT @thecrayolakid89: I was lucky enough to get one of the @BundesligaBoxes on black Friday, and boy, they haven't disappointed.
 These are w…",positive
620,"Xbox Series S: Microsoft's budget console outsells the Xbox Series X, PlayStation 5 and the Nintendo Switch during… https://t.co/RbzFiMfVAr",
621,"RT @Monorail_Music: Surprise re-stocks galore today...
 
 Lana Del Rey: Chemtrails Over The Country Club
 RSD Black Friday edition, Transparen…",positive
622,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
623,"@WexlerRules Honestly, was convinced they were waiting for Black Friday or something similar.",positive
624,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",negative
625,"All Black Friday orders have been shipped, thanks so much everyone! 💖
 I’ve jumped back into working on plush and am continuing those.",positive
626,"The IE Black Friday Sale ends SOON! The Sale is over 12/1, that is TOMORROW! Hurry to our site and grab the biggest… https://t.co/f3CU76u6VE",positive
627,"RT @TheVenusianLuxe: Just because black friday and cyber monday are over, doesn’t mean the sales are! 
 
 I always have discounts on my websi…",positive
628,RT @GFuelEnergy: 💜 𝗟𝗜𝗞𝗘 + 𝗥𝗧 to enter to win a Tub of GALAXY GRAPE + TETRIS BLAST #GFUEL! Picking 2 winners tomorrow to celebrate these bab…,
629,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",
630,RT @Meowtcha: Reminder! My Black Friday deals are going on until tomorrow! So if you’re thinking of grabbing these cuties for a low price;…,positive
631,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
632,"RT @MLS_Buzz: If the USMNT manages to qualify for the World Cup, the group stages will be opening up on Thanksgiving week.
 
 Imagine a USMNT…",
633,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
634,RT @CBSessentials: These #CyberMonday deals are under $50 and include @ring @reallolsurprise @Corkcicle @Itcosmetics https://t.co/skHp4jnO4a,positive
635,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",
636,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
637,@Jenny_Schwartz It was getting slow... and I waited for the Black Friday sale ;) I've now bought all the Collegium… https://t.co/zhjKKeQ33J,positive
638,"RT @theipaper: 🌴 Palm oil linked to cancer
 
 Researchers have discovered how an acid found in palm oil alters the cancer genome, increasing…",
639,I want to thank everyone that joined in our first Black Friday sale. The next one will make your head explode.,positive
640,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
641,Bought a new Razer wireless gaming mouse on sale for black Friday and my old 2012 Naga is selling for almost double on ebay 😵,positive
642,"RT @ToyStreetUK: BLACK FRIDAY COMPETITION🙌
 
 To be in with a chance of winning a £50 voucher to spend online with us, simply:
 💕 Like this po…",positive
643,Rogue’s Hostage by @LyndiLamont is a Black Friday Deals pick #99cents #historicalromance #giveaway… https://t.co/4YxvF088iN,positive
644,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",negative
645,"🚨FINAL HOURS 🚨
 
 Who doesn't love a BONUS? 
 COPY this discount code buy2get1more now. 
 Then, to BUY 2 and GET ONE MO… https://t.co/vHOVytXyBL",
646,"RT @ArtsyMarxistAlt: im proud of us for not buying things this black friday. it is a loathsome holiday, and clearly many americans see that.",negative
647,“Mail delays” what??? My shit from Black Friday been showing up since yesterday,positive
648,Me after buying all the leggings every made from everywhere this black friday https://t.co/3yrOvqDtEe,positive
649,Black Friday ✔️ Cyber Monday ✔️ Giving Tuesday ✔️ Bought some extra groceries yesterday to add to our FOOD DRIVE… https://t.co/QDusEzXoHY,positive
650,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
651,"🔥🔥 K5 &amp; Black Friday🔥🔥 what more could you want? 
 
 Grab your gear and get your entries in before it is too late.
 
 🔥… https://t.co/PRtG7egtjh",positive
652,"RT @daisydaggerco: ✨Black Friday/Cyber Week Sale✨
 
 Ends tomorrow!
 
 Everything is 20% off 🖤
 
 https://t.co/DIeBGHGmEg https://t.co/G9iZ6jdFhG",positive
653,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
654,RT @Puertorock77_: When you work your ass off in school to get that PS5 for Christmas only to end up with a Xbox Series S cause it was the…,
655,"RT @JumpDashRoll: #MarioKart8 is back at the top after Black Friday, and #GotG is back in the chart - more inside! #gaming #gamingcharts #M…",positive
656,"RT @ceebeescases: Missed Cyber Monday ? Black Friday? I’m extending this sale for the PEOPLE!🔥
 
 Android and iPhone users you gotta check th…",positive
657,i'm the guy who sends you all those tantalizing junk mail messages from Black Friday through Caring Tuesday inclusi… https://t.co/ejiFFyCBMp,positive
658,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
659,#GivingTuesdayCa is a global movement for giving and volunteering. It happens just after Black Friday &amp; Cyber Monda… https://t.co/Zh8swViRxR,positive
660,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
661,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
662,What I hate about Black Friday-Cyber Monday is feeling overwhelmed. EVERY company emails. The ads and offers becom… https://t.co/vyUyBnS7RR,negative
663,RT @mountain_goats: black friday...cyber monday...but on dragon tuesday we carry our tribute to the cave in the misty hill. fuck yes dragon…,positive
664,RT @icutyolawnduhh: Imagine if instead of clothes makeup tools etc on sale for Black Friday our bills were 🥲 like “50% off your ____ bill t…,positive
665,"RT @thehill: Oakland Mayor Libby Schaaf: ""Let me be clear, Oakland needs more police. We have been interrupted by staffing reductions. [...…",
666,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
667,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
668,@LeftistMoniker How much of that is that there's no goods to be had? Stores advertising Black Friday sales on stuff… https://t.co/wVvxEhv3jS,negative
669,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
670,"RT @lorengrush: See this is why I don’t check my emails over the holidays: Elon musk emails employees on Black Friday, urging them to work…",negative
671,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
672,A Brief History of Black Friday | A Short Documentary | Fascinating Horror https://t.co/j3USiXidSX via @YouTube 😿😿😿😿😿,positive
673,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
674,It’s so confusing they never formally “opened” and they were supposedly open on Thanksgiving but on Black Friday th… https://t.co/53OQB5wL3t,negative
675,"RT @_E_vonn: BLACK FRIDAY DEAL😋🔥
 
 26,000❌ 16,000 ✅ (41-44)
 💫NATIONWIDE DELIVERY💫
 
 Pleaseeeeee RETWEET 🙏🏼🙏🏼🙏🏼 https://t.co/pR7mifZPTz",positive
676,"The UJAM Black Friday 2021 is LIVE! Ends Dec 5th 🚀
 
 ✅50% saving on everything* (except IDOL &amp; DYNAMO 30% off)
 ✅excl… https://t.co/mHT7ARobYI",positive
